timestamp,seed,is_unique,filename,cmd
2025-09-19T21:04:51.248196,1892008085,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:04:52.930023,36364604,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:04:57.058147,1272429535,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:04:57.766348,607425243,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:04:58.538274,3311241033,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:04:59.898836,3411544549,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:05:06.645386,2750195812,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:05:13.390612,325010829,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:18.771215,207215427,True,max3sat_unique_seed_207215427.txt,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:21.578498,4290406048,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:22.482062,2369028912,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:24.967005,504780401,True,max3sat_unique_seed_504780401.txt,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:25.769453,3100268876,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:29.775427,2293981122,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:39.786881,599448796,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:07:45.555869,680217162,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:09:04.331230,712232122,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:09:09.230753,2723286192,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:09:21.368124,755460037,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:09:35.411658,758839888,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
2025-09-19T21:09:35.691954,1416917556,False,,/home/charliebrown/salima/weak_conflict_experiment/main 8 20 1 0 0 1
